sku,width,height,depth,keyword,match_confidence,notes,supplier_sources
DW WG1230,12,30,0.75,WALL,85%,1 supplier confirms W+H+D+keyword,DL
DW WG1236,12,36,0.75,WALL,85%,1 supplier confirms W+H+D+keyword,DL
DW WG1242,12,42,0.75,WALL,85%,1 supplier confirms W+H+D+keyword,DL
DW WG1530,15,30,0.75,WALL,85%,1 supplier confirms W+H+D+keyword,DL
DW WG1536,15,36,0.75,WALL,85%,1 supplier confirms W+H+D+keyword,DL
DW WG1542,15,42,0.75,WALL,85%,1 supplier confirms W+H+D+keyword,DL
DW WG1830,18,30,0.75,WALL,85%,1 supplier confirms W+H+D+keyword,DL
DW WG1836,18,36,0.75,WALL,85%,1 supplier confirms W+H+D+keyword,DL
DW WG1842,18,42,0.75,WALL,85%,1 supplier confirms W+H+D+keyword,DL
DW WMC3018,30,18,12,WALL_MICROWAVE,85%,1 supplier confirms W+H+D+keyword,DL
DW WP188427,18,84,27,TALL_PANTRY,85%,1 supplier confirms W+H+D+keyword,DL
DW WP189027,18,90,27,TALL_PANTRY,85%,1 supplier confirms W+H+D+keyword,DL
DW WP189627,18,96,27,TALL_PANTRY,85%,1 supplier confirms W+H+D+keyword,DL
DW WP248427,24,84,27,TALL_PANTRY,85%,1 supplier confirms W+H+D+keyword,DL
DW WP249027,24,90,27,TALL_PANTRY,85%,1 supplier confirms W+H+D+keyword,DL
DW WP249627,24,96,27,TALL_PANTRY,85%,1 supplier confirms W+H+D+keyword,DL
DW WP308427,30,84,27,TALL_PANTRY,85%,1 supplier confirms W+H+D+keyword,DL
DW WP309027,30,90,27,TALL_PANTRY,85%,1 supplier confirms W+H+D+keyword,DL
DW WP309627,30,96,27,TALL_PANTRY,85%,1 supplier confirms W+H+D+keyword,DL
DW WRC3018,30,18,12,WALL_WINE_RACK,85%,1 supplier confirms W+H+D+keyword,DL
DW3,,,,DISHWASHER_PANEL,80%,human-confirmed: dishwasher panel,
DWP3,,,,DISHWASHER_PANEL,80%,human-confirmed: dishwasher panel,
DWR,1.5,34.5,24,FILLER,85%,1 supplier confirms W+H+D+keyword,CABINET_STONE
DWR3,3,34.5,24,WINE_RACK,85%,1 supplier confirms W+H+D+keyword,LOVE_MILESTONE
EDGEBANDING,,,,ACCESSORY,80%,batch-pattern: pattern: accessory,
EGBD,,,,EDGE_BANDING,80%,human-confirmed: edge banding,LOVE_MILESTONE
EP2435,,,,BASE,50%,"canonical keyword, no supplier confirmation",
EP24X35,24,35,0.1875,END_PANEL,85%,1 supplier confirms W+H+D+keyword,GHI
EP24X35-LW,24,35,0.1875,END_PANEL,85%,1 supplier confirms W+H+D+keyword,GHI
EP24X35-PCG,24,35,0.1875,END_PANEL,85%,1 supplier confirms W+H+D+keyword,GHI
ER3309,33,34.5,,BASE,55%,W only confirmed,GHI
ER3309-CCB,,,,END_PANEL,80%,batch-pattern: pattern: ER end panel/roll,GHI
ER3309-PCG,,,,END_PANEL,80%,batch-pattern: pattern: ER end panel/roll,GHI
ERB33,33,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,LOVE_MILESTONE
ERB36,36,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,LOVE_MILESTONE
EWO 2DB30,30,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
EWO 2DB33,33,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
EWO 2DB36,36,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
EWO ACM2.5,96,2.5,3.5,CROWN,85%,1 supplier confirms W+H+D+keyword,DL
EWO ANGLEMOLDING,96,0.75,0.75,MOLDING,85%,1 supplier confirms W+H+D+keyword,DL
EWO B12,12,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
EWO B15,15,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
EWO B18,18,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
EWO B21,21,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
EWO B24,24,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
EWO B27,27,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
EWO B30,30,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
EWO B33,33,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
EWO B36,36,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
EWO B39,39,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
EWO B42,42,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
EWO BASEMOLDING,96,4.375,0.75,BASE,85%,1 supplier confirms W+H+D+keyword,DL
EWO BDD24,24,30,0.75,BASE,85%,1 supplier confirms W+H+D+keyword,DL
EWO BES09,9,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
EWO BF3,3,34.5,0.75,BASE,85%,1 supplier confirms W+H+D+keyword,DL
EWO BF6,6,34.5,0.75,BASE,85%,1 supplier confirms W+H+D+keyword,DL
EWO BMC30,30,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
EWO BWBKT18,18,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
EWO CCM8,96,3,4.5,CROWN,85%,1 supplier confirms W+H+D+keyword,DL
EWO CL156012,15,60,12,CLOSET,80%,"DL prefix stripped, product pattern matched: CLOSET",DL
EWO CORBEL 8X12,3,12,8,CORBEL,80%,"DL prefix stripped, product pattern matched: CORBEL",DL
EWO DB12,12,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
EWO DB15,15,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
EWO DB18,18,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
EWO DB21,21,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
EWO DB24,24,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
EWO DB27,27,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
EWO DB30,30,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
EWO DB33,33,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
EWO DB36,36,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
EWO DLS 4X4X36,4,34.5,4,DECORATIVE_LEG,80%,"DL prefix stripped, product pattern matched: DECORATIVE_LEG",DL
EWO DSK2421,24,7.5,21,DESK,80%,"DL prefix stripped, product pattern matched: DESK",DL
EWO DSK3021,30,7.5,21,DESK,80%,"DL prefix stripped, product pattern matched: DESK",DL
EWO DWP3,3,34.5,24,PANEL,85%,1 supplier confirms W+H+D+keyword,DL
EWO FDB09,9,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
EWO FDB18,18,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
EWO FDB21,21,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
EWO FDB24,24,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
EWO FDB27,27,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
EWO FDB30,30,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
EWO FDB33,33,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
EWO FDB36,36,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
EWO FILLER 3X96,3,96,0.75,FILLER,85%,1 supplier confirms W+H+D+keyword,DL
EWO FILLER 6X96,6,96,0.75,FILLER,85%,1 supplier confirms W+H+D+keyword,DL
EWO FSB36,36,34.5,24,FARMHOUSE_SINK_BASE,80%,human-confirmed: farmhouse sink base,DL
EWO GH30,30,4,12,GLASS_HOLDER,80%,human-confirmed: glass holder (DL prefix EWO stripped),DL
EWO ICM8,96,0.5,0.5,CORNER,85%,1 supplier confirms W+H+D+keyword,DL
EWO LZS33,33,34.5,24,LAZY_SUSAN,85%,1 supplier confirms W+H+D+keyword,DL
EWO LZS3612,36,34.5,24,LAZY_SUSAN,85%,1 supplier confirms W+H+D+keyword,DL
EWO OVD338427,33,84,27,PANTRY,85%,1 supplier confirms W+H+D+keyword,DL
EWO OVD339027,33,90,27,PANTRY,85%,1 supplier confirms W+H+D+keyword,DL
EWO OVD339627,33,96,27,PANTRY,85%,1 supplier confirms W+H+D+keyword,DL
EWO RH36,36,36,24,RANGE_HOOD,85%,1 supplier confirms W+H+D+keyword,DL
EWO RRP27(1.5),1.5,96,,REFRIGERATOR,55%,W only confirmed,DL
EWO SAMPLE DOOR,15,12,0.75,SAMPLE_DOOR,85%,1 supplier confirms W+H+D+keyword,DL
EWO SB30,30,34.5,24,SINK_BASE,85%,1 supplier confirms W+H+D+keyword,DL
EWO SB36,36,34.5,24,SINK_BASE,85%,1 supplier confirms W+H+D+keyword,DL
EWO SCRIBEMOLDING,96,0.75,0.25,MOLDING,85%,1 supplier confirms W+H+D+keyword,DL
EWO SHOEMOLDING,96,0.75,0.75,MOLDING,85%,1 supplier confirms W+H+D+keyword,DL
EWO SIDE PANEL 36X96,0.5,96,36,PANEL,85%,1 supplier confirms W+H+D+keyword,DL
EWO SKIN PANEL 36X96,96,36,0.125,SKIN_PANEL,85%,1 supplier confirms W+H+D+keyword,DL
EWO SP09,09,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
EWO SP2436,24,36,0.5,PANEL,85%,1 supplier confirms W+H+D+keyword,DL
EWO TK8,96,4.5,0.375,TOE_KICK,85%,1 supplier confirms W+H+D+keyword,DL
EWO TLR8,96,1.5,2.3125,MOLDING,85%,1 supplier confirms W+H+D+keyword,DL
EWO TOUCHUP KIT,,,,TOUCHUP_KIT,80%,human-confirmed: touch-up kit,DL
EWO VAN24,24,34.5,21,VANITY_SINK_BASE,85%,1 supplier confirms W+H+D+keyword,DL
EWO VAN30,30,34.5,21,VANITY_SINK_BASE,85%,1 supplier confirms W+H+D+keyword,DL
EWO VAN36DL,36,34.5,21,VANITY_BASE,85%,1 supplier confirms W+H+D+keyword,DL
EWO VAN36DR,36,34.5,21,VANITY_BASE,85%,1 supplier confirms W+H+D+keyword,DL
EWO VDB12,12,34.5,21,VANITY_BASE,85%,1 supplier confirms W+H+D+keyword,DL
EWO VDB15,15,34.5,21,VANITY_BASE,85%,1 supplier confirms W+H+D+keyword,DL
EWO VDB18,18,34.5,21,VANITY_BASE,85%,1 supplier confirms W+H+D+keyword,DL
EWO VDB24,24,34.5,21,VANITY_BASE,85%,1 supplier confirms W+H+D+keyword,DL
EWO VSB36,36,34.5,21,VANITY_SINK_BASE,85%,1 supplier confirms W+H+D+keyword,DL
EWO W0930,09,30,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
EWO W0936,09,36,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
EWO W0942,09,42,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
EWO W1230,12,30,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
EWO W1236,12,36,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
EWO W1242,12,42,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
EWO W1530,15,30,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
EWO W1536,15,36,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
EWO W1542,15,42,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
EWO W1830,18,30,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
EWO W1836,18,36,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
EWO W1842,18,42,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
EWO W2130,21,30,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
EWO W2136,21,36,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
EWO W2142,21,42,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
EWO W2430,24,30,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
EWO W2436,24,36,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
EWO W2442,24,42,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
EWO W2730,27,30,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
EWO W2736,27,36,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
EWO W2742,27,42,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
EWO W3012,30,12,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
EWO W3015,30,15,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
EWO W3018,30,18,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
EWO W3024,30,24,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
EWO W3030,30,30,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
EWO W3036,30,36,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
EWO W3042,30,42,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
EWO W3330,33,30,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
EWO W3336,33,36,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
EWO W3342,33,42,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
EWO W3612,36,12,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
EWO W361227,36,12,27,WALL,85%,1 supplier confirms W+H+D+keyword,DL
EWO W3615,36,15,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
EWO W361527,36,15,27,WALL,85%,1 supplier confirms W+H+D+keyword,DL
EWO W3618,36,18,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
EWO W361827,36,18,27,WALL,85%,1 supplier confirms W+H+D+keyword,DL
EWO W3624,36,24,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
EWO W362427,36,24,27,WALL,85%,1 supplier confirms W+H+D+keyword,DL
EWO W3630,36,30,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
EWO W3636,36,36,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
EWO W3642,36,42,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
EWO WBC2730,27,30,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
EWO WBC2736,27,36,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
EWO WBC2742,27,42,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
EWO WDC243012,24,30,12,WALL_DIAGONAL_CORNER,85%,1 supplier confirms W+H+D+keyword,DL
EWO WDC243612,24,36,12,WALL_DIAGONAL_CORNER,85%,1 supplier confirms W+H+D+keyword,DL
EWO WDC244212,24,42,12,WALL_DIAGONAL_CORNER,85%,1 supplier confirms W+H+D+keyword,DL
EWO WDCG243012,24,30,,WALL_DIAGONAL_CORNER,55%,W only confirmed,DL
EWO WDCG243612,24,36,0.75,WALL_DIAGONAL_CORNER,85%,1 supplier confirms W+H+D+keyword,DL
EWO WDCG244212,24,42,0.75,WALL_DIAGONAL_CORNER,85%,1 supplier confirms W+H+D+keyword,DL
EWO WDD30,12,30,0.75,WALL,85%,1 supplier confirms W+H+D+keyword,DL
EWO WDD36,12,36,0.75,WALL,85%,1 supplier confirms W+H+D+keyword,DL
EWO WDD42,12,42,0.75,WALL,85%,1 supplier confirms W+H+D+keyword,DL
EWO WEOS0930,9,30,12,WALL_END,85%,1 supplier confirms W+H+D+keyword,DL
EWO WEOS0936,9,36,12,WALL_END,85%,1 supplier confirms W+H+D+keyword,DL
EWO WEOS0942,9,42,12,WALL_END,85%,1 supplier confirms W+H+D+keyword,DL
EWO WF3 30,3,30,0.375,WALL,85%,1 supplier confirms W+H+D+keyword,DL
EWO WF3 36,3,36,0.375,WALL,85%,1 supplier confirms W+H+D+keyword,DL
EWO WF3 42,3,42,0.375,WALL,85%,1 supplier confirms W+H+D+keyword,DL
EWO WF6 42,6,42,0.375,WALL,85%,1 supplier confirms W+H+D+keyword,DL
EWO WG1230,12,30,0.75,WALL,85%,1 supplier confirms W+H+D+keyword,DL
EWO WG1236,12,36,0.75,WALL,85%,1 supplier confirms W+H+D+keyword,DL
EWO WG1242,12,42,0.75,WALL,85%,1 supplier confirms W+H+D+keyword,DL
EWO WG1530,15,30,0.75,WALL,85%,1 supplier confirms W+H+D+keyword,DL
EWO WG1536,15,36,0.75,WALL,85%,1 supplier confirms W+H+D+keyword,DL
EWO WG1542,15,42,0.75,WALL,85%,1 supplier confirms W+H+D+keyword,DL
EWO WG1830,18,30,0.75,WALL,85%,1 supplier confirms W+H+D+keyword,DL
EWO WG1836,18,36,0.75,WALL,85%,1 supplier confirms W+H+D+keyword,DL
EWO WG1842,18,42,0.75,WALL,85%,1 supplier confirms W+H+D+keyword,DL
EWO WMC3018,30,18,12,WALL_MICROWAVE,85%,1 supplier confirms W+H+D+keyword,DL
EWO WP188427,18,84,27,TALL_PANTRY,85%,1 supplier confirms W+H+D+keyword,DL
EWO WP189027,18,90,27,TALL_PANTRY,85%,1 supplier confirms W+H+D+keyword,DL
EWO WP189627,18,96,27,TALL_PANTRY,85%,1 supplier confirms W+H+D+keyword,DL
EWO WP248427,24,84,27,TALL_PANTRY,85%,1 supplier confirms W+H+D+keyword,DL
EWO WP249027,24,90,27,TALL_PANTRY,85%,1 supplier confirms W+H+D+keyword,DL
EWO WP249627,24,96,27,TALL_PANTRY,85%,1 supplier confirms W+H+D+keyword,DL
EWO WP308427,30,84,27,TALL_PANTRY,85%,1 supplier confirms W+H+D+keyword,DL
EWO WP309027,30,90,27,TALL_PANTRY,85%,1 supplier confirms W+H+D+keyword,DL
EWO WP309627,30,96,27,TALL_PANTRY,85%,1 supplier confirms W+H+D+keyword,DL
EWO WRC3018,30,18,12,WALL_WINE_RACK,85%,1 supplier confirms W+H+D+keyword,DL
F03,,,,FILLER,80%,batch-pattern: pattern: F## filler,CABINET_STONE
F1.5,1.5,96,0.75,FILLER,85%,1 supplier confirms W+H+D+keyword,LOVE_MILESTONE
F330,3,30,0.75,WALL,85%,1 supplier confirms W+H+D+keyword,GHI
F330-LW,3,30,0.75,WALL,85%,1 supplier confirms W+H+D+keyword,GHI
F330-PCG,3,30,0.75,WALL,85%,1 supplier confirms W+H+D+keyword,GHI
F342,3,42,0.75,WALL,40%,CONFLICT: suppliers disagree on dims,GHI|LOVE_MILESTONE
F342-LW,3,42,0.75,WALL,85%,1 supplier confirms W+H+D+keyword,GHI
F342-PCG,3,42,0.75,WALL,85%,1 supplier confirms W+H+D+keyword,GHI
F396,3,,0.75,WALL,40%,CONFLICT: suppliers disagree on dims,GHI|LOVE_MILESTONE
F396-LW,3,,0.75,WALL,55%,W only confirmed,GHI
F396-PCG,3,,0.75,WALL,55%,W only confirmed,GHI
F3T96,3,96,,FILLER,50%,"canonical keyword, no supplier confirmation",
F3W30,3,30,,WALL,50%,"canonical keyword, no supplier confirmation",
F3W36,3,36,,WALL,50%,"canonical keyword, no supplier confirmation",
F3W42,3,42,,WALL,50%,"canonical keyword, no supplier confirmation",
F642,6,42,0.75,WALL,40%,CONFLICT: suppliers disagree on dims,GHI|LOVE_MILESTONE
F642-CCB,6,42,0.75,WALL,85%,1 supplier confirms W+H+D+keyword,GHI
F642-LW,6,42,0.75,WALL,85%,1 supplier confirms W+H+D+keyword,GHI
F642-PCG,6,42,0.75,WALL,85%,1 supplier confirms W+H+D+keyword,GHI
F696,6,96,0.75,FILLER,85%,1 supplier confirms W+H+D+keyword,LOVE_MILESTONE
F6T96,6,96,,FILLER,50%,"canonical keyword, no supplier confirmation",
F6W42,6,42,,WALL,50%,"canonical keyword, no supplier confirmation",
FBM,96,4.5,0.75,BASE,85%,1 supplier confirms W+H+D+keyword,LOVE_MILESTONE
FBM8,0.5,3.5,,BASE,55%,W only confirmed,GHI
FBM8-LW,0.5,3.5,,BASE,55%,W only confirmed,GHI
FBM8-PCG,0.5,3.5,,BASE,55%,W only confirmed,GHI
FDB09,09,34.5,24,NARROW_FHD,80%,"human-confirmed: narrow full-height drawer base (<=9"" wide)",
FDB18,18,34.5,24,WIDE_FHD,80%,"human-confirmed: wide full-height drawer base (>=12"" wide)",
FDB21,21,34.5,24,WIDE_FHD,80%,"human-confirmed: wide full-height drawer base (>=12"" wide)",
FDB24,24,34.5,24,WIDE_FHD,80%,"human-confirmed: wide full-height drawer base (>=12"" wide)",
FDB27,27,34.5,24,WIDE_FHD,80%,"human-confirmed: wide full-height drawer base (>=12"" wide)",
FDB30,30,34.5,24,WIDE_FHD,80%,"human-confirmed: wide full-height drawer base (>=12"" wide)",
FDB33,33,34.5,24,WIDE_FHD,80%,"human-confirmed: wide full-height drawer base (>=12"" wide)",
FDB36,36,34.5,24,WIDE_FHD,80%,"human-confirmed: wide full-height drawer base (>=12"" wide)",
FF396,3,96,0.75,FILLER,85%,1 supplier confirms W+H+D+keyword,LOVE_MILESTONE
FFWF396,,,,FILLER,50%,"canonical keyword, no supplier confirmation",
FHB09,9,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,LOVE_MILESTONE
FHB18,18,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,LOVE_MILESTONE
FHB24,24,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,LOVE_MILESTONE
FHB30,30,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,LOVE_MILESTONE
FHB36,36,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,LOVE_MILESTONE
FLDL,3,34.5,3,DECORATIVE_LEG,80%,human-confirmed: decorative leg,LOVE_MILESTONE
FP34.5,96,34.5,0.125,BASE,85%,1 supplier confirms W+H+D+keyword,CABINET_STONE
FP34.50,96,34.5,0.125,SKIN_PANEL,80%,batch-pattern: pattern: FP finished panel,CABINET_STONE
FP34.596,,,,SKIN_PANEL,50%,"canonical keyword, no supplier confirmation",
FPL3796,96,37.375,0.75,PANEL,85%,1 supplier confirms W+H+D+keyword,LOVE_MILESTONE
FPV4296,42,96,0.25,PANEL,85%,1 supplier confirms W+H+D+keyword,LOVE_MILESTONE
FS24,24,2.0625,12,SHELF,85%,1 supplier confirms W+H+D+keyword,LOVE_MILESTONE
FS30,30,2.0625,12,SHELF,85%,1 supplier confirms W+H+D+keyword,LOVE_MILESTONE
FS36,36,2.0625,12,SHELF,85%,1 supplier confirms W+H+D+keyword,LOVE_MILESTONE
FSB,,34.5,24,FARMHOUSE_SINK_BASE,80%,human-confirmed: farmhouse sink base,
FSB33,33,34.5,24,FARMHOUSE_SINK_BASE,80%,human-confirmed: farmhouse sink base,
FSB36,36,34.5,24,BASE,92%,2 suppliers confirm W+H+D+keyword,CABINET_STONE|GHI|LOVE_MILESTONE
FSB36-CCB,,34.5,24,FARMHOUSE_SINK_BASE,80%,human-confirmed: farmhouse sink base,GHI
FSB36-PCG,,34.5,24,FARMHOUSE_SINK_BASE,80%,human-confirmed: farmhouse sink base,GHI
FVSB24 BOX,24,24,24,SINK_BASE,80%,human-confirmed: sink base (FV prefix stripped),
FVSB24-F,,34.5,24,SINK_BASE,80%,human-confirmed: sink base (FV prefix stripped),
FVSB27 BOX,27,24,24,SINK_BASE,80%,human-confirmed: sink base (FV prefix stripped),
FVSB27-F,,34.5,24,SINK_BASE,80%,human-confirmed: sink base (FV prefix stripped),
FVSB30 BOX,30,24,24,SINK_BASE,80%,human-confirmed: sink base (FV prefix stripped),
FVSB30-F,,34.5,24,SINK_BASE,80%,human-confirmed: sink base (FV prefix stripped),
FVSB36 BOX,36,24,24,SINK_BASE,80%,human-confirmed: sink base (FV prefix stripped),
FVSB36-F,,34.5,24,SINK_BASE,80%,human-confirmed: sink base (FV prefix stripped),
Farmerhouse Chic,,,,DOOR_LINE,80%,batch-pattern: pattern: door line name/sample,CABINET_STONE
G1530MD,15,30,,MULLION_DOOR,55%,W only confirmed,GHI
G1530MD-PCG,15,30,,MULLION_DOOR,55%,W only confirmed,GHI
G1536MD,15,36,,MULLION_DOOR,55%,W only confirmed,GHI
G1536MD-PCG,15,36,,MULLION_DOOR,55%,W only confirmed,GHI
G1542MD,15,42,,MULLION_DOOR,55%,W only confirmed,GHI
G1542MD-PCG,15,42,,MULLION_DOOR,55%,W only confirmed,GHI
G1830MD,18,30,,MULLION_DOOR,55%,W only confirmed,GHI
G1830MD-PCG,18,30,,MULLION_DOOR,55%,W only confirmed,GHI
G1836MD,18,36,,MULLION_DOOR,55%,W only confirmed,GHI
G1836MD-PCG,18,36,,MULLION_DOOR,55%,W only confirmed,GHI
G1842MD,18,42,,MULLION_DOOR,55%,W only confirmed,GHI
G1842MD-PCG,18,42,,MULLION_DOOR,55%,W only confirmed,GHI
G3030MD,30,30,,MULLION_DOOR,55%,W only confirmed,GHI
G3030MD-PCG,30,30,,MULLION_DOOR,55%,W only confirmed,GHI
G3036MD,30,36,,MULLION_DOOR,55%,W only confirmed,GHI
G3036MD-PCG,30,36,,MULLION_DOOR,55%,W only confirmed,GHI
G3042MD,30,42,,MULLION_DOOR,55%,W only confirmed,GHI
G3042MD-PCG,30,42,,MULLION_DOOR,55%,W only confirmed,GHI
G30DD,9.5,28,0.75,GLASS_DECORATIVE_DOOR,80%,batch-pattern: pattern: G##DD glass deco door,GHI
G30DD-PCG,9.5,28,0.75,GLASS_DECORATIVE_DOOR,80%,batch-pattern: pattern: G##DD glass deco door,GHI
G3630MD,36,30,,MULLION_DOOR,55%,W only confirmed,GHI
G3630MD-PCG,36,30,,MULLION_DOOR,55%,W only confirmed,GHI
G3636MD,36,36,,MULLION_DOOR,55%,W only confirmed,GHI
G3636MD-PCG,36,36,,MULLION_DOOR,55%,W only confirmed,GHI
G3642MD,36,42,,MULLION_DOOR,55%,W only confirmed,GHI
G3642MD-PCG,36,42,,MULLION_DOOR,55%,W only confirmed,GHI
G36DD,11,34.9375,0.75,GLASS_DECORATIVE_DOOR,80%,batch-pattern: pattern: G##DD glass deco door,GHI
G36DD-PCG,11,34.9375,0.75,GLASS_DECORATIVE_DOOR,80%,batch-pattern: pattern: G##DD glass deco door,GHI
G3X4PAN,36,48,0.25,PANEL,85%,1 supplier confirms W+H+D+keyword,GHI
G3X4PAN-CCB,36,48,0.25,PANEL,85%,1 supplier confirms W+H+D+keyword,GHI
G3X4PAN-LW,36,48,0.25,PANEL,85%,1 supplier confirms W+H+D+keyword,GHI
G3X4PAN-PCG,36,48,0.25,PANEL,85%,1 supplier confirms W+H+D+keyword,GHI
G42DD,11,41,0.75,GLASS_DECORATIVE_DOOR,80%,batch-pattern: pattern: G##DD glass deco door,GHI
G42DD-PCG,11,41,0.75,GLASS_DECORATIVE_DOOR,80%,batch-pattern: pattern: G##DD glass deco door,GHI
GD-W1230,,,,GLASS_DOOR,80%,human-confirmed: glass door addon (aesthetic upgrade),
GD-W1236,,,,GLASS_DOOR,80%,human-confirmed: glass door addon (aesthetic upgrade),
GD-W1240,,,,GLASS_DOOR,80%,human-confirmed: glass door addon (aesthetic upgrade),
GD-W1530,,,,GLASS_DOOR,80%,human-confirmed: glass door addon (aesthetic upgrade),
GD-W1536,,,,GLASS_DOOR,80%,human-confirmed: glass door addon (aesthetic upgrade),
GD-W1540,,,,GLASS_DOOR,80%,human-confirmed: glass door addon (aesthetic upgrade),
GD-W1830,,,,GLASS_DOOR,80%,human-confirmed: glass door addon (aesthetic upgrade),
GD-W1836,,,,GLASS_DOOR,80%,human-confirmed: glass door addon (aesthetic upgrade),
GD-W1840,,,,GLASS_DOOR,80%,human-confirmed: glass door addon (aesthetic upgrade),
GD-W2130,,,,GLASS_DOOR,80%,human-confirmed: glass door addon (aesthetic upgrade),
GD-W2136,,,,GLASS_DOOR,80%,human-confirmed: glass door addon (aesthetic upgrade),
GD-W2140,,,,GLASS_DOOR,80%,human-confirmed: glass door addon (aesthetic upgrade),
GD-W2430,,,,GLASS_DOOR,80%,human-confirmed: glass door addon (aesthetic upgrade),
